fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.119941307320987,0.17235440963605078,0.16893506307216455,3.831196197558985,0.1540700072265143,36.81664317439905,276.6898957187529,1.0018961708892915,3.1427854165556792,1.1862032810120362,12.708920959462287,1
14.457857370509078,0.8438964841954071,0.2785903390319586,1.274104074620858,0.014671514127172287,34.063549556451434,214.71486572689898,0.9969293752741998,2.7932254555019465,1.9592234995746631,13.576769780339607,1
12.051933359925457,0.856889170254149,0.17701048427674682,3.458239634766142,0.014203474790509478,2.7693025406440626,105.97014860608415,0.9920534126968595,3.2325175633638015,0.5134353650965107,9.753275291547492,0
10.585243326167403,0.992401862097489,0.08870253375705561,9.12088600967266,0.07148594163841283,24.54610010620479,89.91956950440643,0.9990466885361944,3.104582743582412,0.3288110303122877,12.374118697248992,0
5.716205044866802,1.1165278672117263,0.12063587110060081,6.842086163354221,0.10284220617688648,27.233497696224138,104.96601401807543,1.0003123975556971,3.5802568316555123,1.609268959987063,12.002221882006241,1
5.715939723698229,1.4661929112475485,0.46077876803272577,13.486671126185346,0.15637740938348071,28.518771881886135,225.22694932427447,0.9941179018018778,3.4875130242884973,1.6721644135203004,13.829812637517897,1
4.638919733850194,0.8228204876216734,0.2063337184057925,12.425954220512017,0.139826121555236,41.03189347668593,193.16788293292728,1.0011433303409838,3.1739718466568023,0.5043522895049796,14.342609423368824,1
13.527937603524286,0.5521390621177443,0.36426986104807546,5.7196246589400515,0.09472151421158218,37.81857572415461,58.41034570649342,1.001779862311955,2.983260320531487,0.7514908160296303,8.085097400341708,0
10.612265129175297,1.2132606726761852,0.5034172708548569,4.557870411381224,0.061989066593516516,42.94545140274768,55.27294189954587,0.9935997583359115,3.9844467560022694,0.3298390177232691,12.718139433411547,0
11.788798355756501,0.4791651517669039,0.6903948286293653,6.253662955158464,0.19945365502996512,53.77694504640685,33.84596886889144,1.0027857791452979,3.2902021075549497,0.79862463832696,8.362850593838104,0
4.226429437253827,0.7145599889878905,0.039312139841098936,9.223158689458788,0.09097444742483486,57.09601597141045,192.8656696754787,0.9918292498646338,3.594756506514308,1.6143411856617416,11.842010655541491,1
14.669008373781937,0.20983893387917235,0.7994103989090426,4.6796973356025555,0.09576353462263834,50.550492259628115,222.31746340875128,0.9926262036892324,2.882718857851869,1.1805328971113842,10.013429103305747,1
13.156869048804639,0.1354910407816405,0.6279003894909078,9.70049960067279,0.041088526026417146,66.9311350208905,81.00813921597614,0.9923949229100943,3.3312666095572174,0.8917625083860896,10.147436196654988,1
6.3357302174610375,1.447707780549095,0.08175903194887191,6.67270429589649,0.1610138142624866,2.2580482046689525,11.927423971748325,1.0016218662301022,2.7357977358303054,0.9319568013407615,10.470709524166496,0
6.000074639278107,1.2703721687170881,0.8735786241067772,8.683865250012921,0.14179962289848286,14.508681012164681,29.254581895828938,0.9985058031802244,3.357091653283585,0.30230116371629584,12.34904714334727,0
6.017449608387772,1.074363888531177,0.9208724005318132,7.049384060807966,0.051946226429864475,1.5218383734918062,279.9043898611436,0.9919773556818895,3.953222629253013,0.8096608968609009,10.338349759681385,0
7.346664672554915,0.6725341221799778,0.06107795985486375,5.051967209541039,0.025652398667010114,45.67575527666761,89.61087202610993,0.9957242044387885,3.1994687268815403,1.3989798607844819,13.128893354131963,1
9.772320747954616,0.3426120480991841,0.2768776481472037,14.273191628166408,0.1392948673941955,62.9641078775491,223.6901508381918,0.9979988743259074,2.7506948163473854,1.9561305544878071,10.831691699017089,1
8.751395205063274,0.31901185973952045,0.8062012797930613,11.666841697652627,0.1343571307134157,17.80027846376465,182.77978998575665,0.991085033104862,2.7402425281951466,1.7400034058726292,8.47847240216971,1
7.203520542178461,0.4503400574304335,0.7482596903836584,2.8755957783069808,0.061919310129659774,64.96538359094515,114.08891802176954,1.0014714127892954,3.2043827879309306,0.3401114398973995,13.48631889738875,1
10.730381841946175,0.8689173305885686,0.18452101935637732,13.145398460160571,0.19066407682757797,5.158449929979699,64.2094952013421,1.0004468459607399,2.9080324174021523,1.827553027947227,10.000308272148942,1
5.53443246717246,1.1004342917800873,0.2093493233367103,7.772779895318142,0.03870099943837105,65.47608584958049,40.35235633911202,0.9965676880564962,2.730357725226642,1.631437302607664,11.029368157194838,1
7.2135911338874,1.0242763274048237,0.370472102791382,13.513186399206688,0.09214361219809436,25.261965419534775,180.04866995499924,1.002572645998369,3.68307769813523,1.6266394100706667,12.798107182553311,1
8.029980276230608,0.49190745572431993,0.4845229851910213,12.177959108857145,0.1892870248318438,7.9980371629959395,225.221359920494,0.9954308927305763,3.296079911546458,1.0785927903060715,10.327193100040985,1
9.016769826387396,1.4368113929284718,0.618254771530296,6.895510413016192,0.08974819021596324,34.52515138385647,188.22490375214,1.0027934341474745,3.076018203564451,0.9766089980226547,8.39609959302701,0
12.63693557532315,1.133055683374076,0.3689136395697724,1.2168172473136554,0.13131993005617626,18.71758317271505,156.0755037095118,0.9986829599844471,3.870108137921425,0.8149567390164274,10.617447329089696,0
6.196411603741957,0.8760956735159608,0.4625347161331479,4.68835076732774,0.08554293561293091,20.656230235372675,17.87219623115306,0.9982507265523012,2.8509806482606836,0.4116812602224218,14.611140078860124,1
9.656578822549728,0.9564090447280931,0.7474709381337565,8.537042426718223,0.06210088844624731,22.203007579913773,280.08232405921063,0.9921574136388451,3.942694477641915,0.6880001179392885,12.492140781089908,0
10.516560257482467,0.6874400873989058,0.0366832028905979,9.832042899548677,0.19695575311236738,56.408786950453774,232.0361162382446,1.0014650608579603,3.108156732590559,0.7192261794626418,12.700354040670447,1
4.510954539919975,0.44682338530162047,0.25243694434402075,4.536216364608152,0.08777346119985817,38.20212809059256,88.86863638637303,0.995557365942968,3.8549247740012857,1.1229310185073427,12.42597507546348,1
10.682993370915822,0.5983617501117662,0.7133495858845524,2.86492064442682,0.17987884869903556,22.48023124176425,283.3316032085547,0.9921090342751722,3.4838257394233,1.5706554912143798,9.392944972716057,1
5.875765360560207,1.1609845546501167,0.8952068376871993,12.672516338870118,0.05369137511930638,43.113031048453365,176.33248986707915,0.9901638977596848,3.774719567663934,1.1054767082765091,10.92833704871596,0
4.715567522838075,0.12015088408165822,0.5116774421156661,14.780070747920085,0.05048989376476583,50.414396521400356,170.82561227265074,0.9972768238872989,3.9792171121736035,0.398335564060173,13.256578588543228,1
14.437740909786665,0.2625016967096827,0.5321134852653157,8.312231570467869,0.01591547574805716,19.81105605061383,217.7047097785576,0.9968561950875947,3.0749270691643695,1.9282426616799466,8.709610282872115,1
14.621952363820153,0.16440369883045386,0.10717201133977605,3.320677930461079,0.13381669682141817,29.534888005249254,235.73085002950893,0.999351597090799,3.949476131029871,1.9026313424599908,9.944969432627985,1
12.892370829281072,0.15702032324655818,0.44741236682345464,4.7395333039231025,0.08002000530751462,9.410140440249382,191.78344587481524,1.0015733546892314,3.2063264633731468,1.6348222233522942,9.934233759260975,1
7.350751460907078,1.29764481761541,0.5326172664550232,1.159308539319281,0.17422806746953104,13.499305117892941,42.251096221634604,0.9910322856003594,3.201165476157999,1.985257432659175,11.024132493161542,1
5.074393254070222,1.085121003132033,0.24247050363472966,13.791613172503036,0.09990988227139586,47.997131923583815,101.72970419644305,0.9995094543744246,3.1425032355308575,1.225619965760447,14.862581186595296,1
11.526563291633725,0.7638433607222552,0.26924323094938096,2.56029026875099,0.19395675130379714,13.51924599099826,268.6476702122721,0.9924363552732686,3.4038298895518606,1.9367061954304503,8.472517826786753,1
